"Fx0"	"z"	"Lx0"
8.80460498531347e-14	0.165	6.61394157699567e+42
8.80460498531347e-14	0.165	6.61394157699567e+42
8.80460498531347e-14	0.165	6.61394157699567e+42
8.80460498531347e-14	0.165	6.61394157699567e+42
8.80460498531347e-14	0.165	6.61394157699567e+42
9.6540573920498e-14	0.165	7.25204272974062e+42
9.6540573920498e-14	0.165	7.25204272974062e+42
9.6540573920498e-14	0.165	7.25204272974062e+42
9.6540573920498e-14	0.165	7.25204272974062e+42
9.6540573920498e-14	0.165	7.25204272974062e+42
9.6540573920498e-14	0.165	7.25204272974062e+42
9.6540573920498e-14	0.165	7.25204272974062e+42
1.05854634346975e-13	0.165	7.95170673065929e+42
1.05854634346975e-13	0.165	7.95170673065929e+42
1.05854634346975e-13	0.165	7.95170673065929e+42
1.05854634346975e-13	0.165	7.95170673065929e+42
1.05854634346975e-13	0.165	7.95170673065929e+42
1.05854634346975e-13	0.165	7.95170673065929e+42
1.05854634346975e-13	0.165	7.95170673065929e+42
1.05854634346975e-13	0.165	7.95170673065929e+42
1.05854634346975e-13	0.165	7.95170673065929e+42
1.05854634346975e-13	0.165	7.95170673065929e+42
1.16067298522168e-13	0.165	8.71887305229292e+42
1.16067298522168e-13	0.165	8.71887305229292e+42
1.16067298522168e-13	0.165	8.71887305229292e+42
1.16067298522168e-13	0.165	8.71887305229292e+42
1.16067298522168e-13	0.165	8.71887305229292e+42
1.16067298522168e-13	0.165	8.71887305229292e+42
1.16067298522168e-13	0.165	8.71887305229292e+42
1.16067298522168e-13	0.165	8.71887305229292e+42
1.27265262114799e-13	0.165	9.56005419677956e+42
1.27265262114799e-13	0.165	9.56005419677956e+42
1.27265262114799e-13	0.165	9.56005419677956e+42
1.27265262114799e-13	0.165	9.56005419677956e+42
1.27265262114799e-13	0.165	9.56005419677956e+42
1.27265262114799e-13	0.165	9.56005419677956e+42
1.27265262114799e-13	0.165	9.56005419677956e+42
1.27265262114799e-13	0.165	9.56005419677956e+42
1.27265262114799e-13	0.165	9.56005419677956e+42
1.27265262114799e-13	0.165	9.56005419677956e+42
1.39543585035325e-13	0.165	1.04823909807159e+43
1.39543585035325e-13	0.165	1.04823909807159e+43
1.39543585035325e-13	0.165	1.04823909807159e+43
1.39543585035325e-13	0.165	1.04823909807159e+43
1.39543585035325e-13	0.165	1.04823909807159e+43
1.39543585035325e-13	0.165	1.04823909807159e+43
1.39543585035325e-13	0.165	1.04823909807159e+43
1.39543585035325e-13	0.165	1.04823909807159e+43
1.53006498402886e-13	0.165	1.1493713153803e+43
1.53006498402886e-13	0.165	1.1493713153803e+43
1.53006498402886e-13	0.165	1.1493713153803e+43
1.53006498402886e-13	0.165	1.1493713153803e+43
1.53006498402886e-13	0.165	1.1493713153803e+43
1.53006498402886e-13	0.165	1.1493713153803e+43
1.53006498402886e-13	0.165	1.1493713153803e+43
1.53006498402886e-13	0.165	1.1493713153803e+43
1.53006498402886e-13	0.165	1.1493713153803e+43
1.67768289366981e-13	0.165	1.26026058658691e+43
1.67768289366981e-13	0.165	1.26026058658691e+43
1.67768289366981e-13	0.165	1.26026058658691e+43
1.67768289366981e-13	0.165	1.26026058658691e+43
1.67768289366981e-13	0.165	1.26026058658691e+43
1.67768289366981e-13	0.165	1.26026058658691e+43
1.67768289366981e-13	0.165	1.26026058658691e+43
1.67768289366981e-13	0.165	1.26026058658691e+43
1.67768289366981e-13	0.165	1.26026058658691e+43
1.83954271295137e-13	0.165	1.38184825465118e+43
1.83954271295137e-13	0.165	1.38184825465118e+43
1.83954271295137e-13	0.165	1.38184825465118e+43
1.83954271295137e-13	0.165	1.38184825465118e+43
1.83954271295137e-13	0.165	1.38184825465118e+43
1.83954271295137e-13	0.165	1.38184825465118e+43
1.83954271295137e-13	0.165	1.38184825465118e+43
1.83954271295137e-13	0.165	1.38184825465118e+43
1.83954271295137e-13	0.165	1.38184825465118e+43
2.01701847562527e-13	0.165	1.51516648160354e+43
2.01701847562527e-13	0.165	1.51516648160354e+43
2.01701847562527e-13	0.165	1.51516648160354e+43
2.01701847562527e-13	0.165	1.51516648160354e+43
2.01701847562527e-13	0.165	1.51516648160354e+43
2.01701847562527e-13	0.165	1.51516648160354e+43
2.01701847562527e-13	0.165	1.51516648160354e+43
2.01701847562527e-13	0.165	1.51516648160354e+43
2.01701847562527e-13	0.165	1.51516648160354e+43
2.21161677974107e-13	0.165	1.66134701060527e+43
2.21161677974107e-13	0.165	1.66134701060527e+43
2.21161677974107e-13	0.165	1.66134701060527e+43
2.21161677974107e-13	0.165	1.66134701060527e+43
2.21161677974107e-13	0.165	1.66134701060527e+43
2.21161677974107e-13	0.165	1.66134701060527e+43
2.21161677974107e-13	0.165	1.66134701060527e+43
2.21161677974107e-13	0.165	1.66134701060527e+43
2.21161677974107e-13	0.165	1.66134701060527e+43
2.21161677974107e-13	0.165	1.66134701060527e+43
2.42498957721049e-13	0.165	1.82163077335634e+43
2.42498957721049e-13	0.165	1.82163077335634e+43
2.42498957721049e-13	0.165	1.82163077335634e+43
2.42498957721049e-13	0.165	1.82163077335634e+43
2.42498957721049e-13	0.165	1.82163077335634e+43
2.65894819728578e-13	0.165	1.99737842440867e+43
2.65894819728578e-13	0.165	1.99737842440867e+43
2.65894819728578e-13	0.165	1.99737842440867e+43
2.65894819728578e-13	0.165	1.99737842440867e+43
2.65894819728578e-13	0.165	1.99737842440867e+43
2.65894819728578e-13	0.165	1.99737842440867e+43
2.91547872299809e-13	0.165	2.19008189181093e+43
2.91547872299809e-13	0.165	2.19008189181093e+43
2.91547872299809e-13	0.165	2.19008189181093e+43
2.91547872299809e-13	0.165	2.19008189181093e+43
2.91547872299809e-13	0.165	2.19008189181093e+43
2.91547872299809e-13	0.165	2.19008189181093e+43
2.91547872299809e-13	0.165	2.19008189181093e+43
3.19675885108678e-13	0.165	2.4013770421387e+43
3.19675885108678e-13	0.165	2.4013770421387e+43
3.50517637854439e-13	0.165	2.6330575674239e+43
3.50517637854439e-13	0.165	2.6330575674239e+43
3.50517637854439e-13	0.165	2.6330575674239e+43
3.50517637854439e-13	0.165	2.6330575674239e+43
3.50517637854439e-13	0.165	2.6330575674239e+43
3.50517637854439e-13	0.165	2.6330575674239e+43
3.50517637854439e-13	0.165	2.6330575674239e+43
3.50517637854439e-13	0.165	2.6330575674239e+43
3.84334947271005e-13	0.165	2.88709021187012e+43
3.84334947271005e-13	0.165	2.88709021187012e+43
3.84334947271005e-13	0.165	2.88709021187012e+43
3.84334947271005e-13	0.165	2.88709021187012e+43
4.21414889698498e-13	0.165	3.165631467614e+43
4.21414889698498e-13	0.165	3.165631467614e+43
4.21414889698498e-13	0.165	3.165631467614e+43
4.21414889698498e-13	0.165	3.165631467614e+43
4.21414889698498e-13	0.165	3.165631467614e+43
4.62072238084488e-13	0.165	3.4710458812635e+43
4.62072238084488e-13	0.165	3.4710458812635e+43
4.62072238084488e-13	0.165	3.4710458812635e+43
4.62072238084488e-13	0.165	3.4710458812635e+43
4.62072238084488e-13	0.165	3.4710458812635e+43
5.06652134102724e-13	0.165	3.80592612661803e+43
5.06652134102724e-13	0.165	3.80592612661803e+43
5.06652134102724e-13	0.165	3.80592612661803e+43
5.06652134102724e-13	0.165	3.80592612661803e+43
5.06652134102724e-13	0.165	3.80592612661803e+43
5.06652134102724e-13	0.165	3.80592612661803e+43
5.06652134102724e-13	0.165	3.80592612661803e+43
5.55533018073049e-13	0.165	4.17311501396836e+43
5.55533018073049e-13	0.165	4.17311501396836e+43
5.55533018073049e-13	0.165	4.17311501396836e+43
6.09129841554716e-13	0.165	4.57572962281406e+43
6.09129841554716e-13	0.165	4.57572962281406e+43
6.09129841554716e-13	0.165	4.57572962281406e+43
6.09129841554716e-13	0.165	4.57572962281406e+43
6.67897589884899e-13	0.165	5.0171877628621e+43
6.67897589884899e-13	0.165	5.0171877628621e+43
6.67897589884899e-13	0.165	5.0171877628621e+43
7.32335144565375e-13	0.165	5.50123698793469e+43
7.32335144565375e-13	0.165	5.50123698793469e+43
8.029895182853e-13	0.165	6.0319864090868e+43
8.80460498531351e-13	0.165	6.6139415769957e+43
8.80460498531351e-13	0.165	6.6139415769957e+43
9.65405739204985e-13	0.165	7.25204272974065e+43
1.05854634346976e-12	0.165	7.95170673065933e+43
1.05854634346976e-12	0.165	7.95170673065933e+43
1.05854634346976e-12	0.165	7.95170673065933e+43
1.272652621148e-12	0.165	9.56005419677961e+43
1.272652621148e-12	0.165	9.56005419677961e+43
1.272652621148e-12	0.165	9.56005419677961e+43
1.39543585035325e-12	0.165	1.0482390980716e+44
1.39543585035325e-12	0.165	1.0482390980716e+44
1.67768289366982e-12	0.165	1.26026058658692e+44
1.67768289366982e-12	0.165	1.26026058658692e+44
1.67768289366982e-12	0.165	1.26026058658692e+44
1.67768289366982e-12	0.165	1.26026058658692e+44
1.83954271295136e-12	0.165	1.38184825465117e+44
2.01701847562525e-12	0.165	1.51516648160353e+44
2.01701847562525e-12	0.165	1.51516648160353e+44
2.42498957721047e-12	0.165	1.82163077335632e+44
8.80460498531355e-12	0.165	6.61394157699573e+44
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.05208887714766e-14	0.175	6.03198640908677e+42
7.73246169105629e-14	0.175	6.61394157699567e+42
7.73246169105629e-14	0.175	6.61394157699567e+42
7.73246169105629e-14	0.175	6.61394157699567e+42
7.73246169105629e-14	0.175	6.61394157699567e+42
7.73246169105629e-14	0.175	6.61394157699567e+42
7.73246169105629e-14	0.175	6.61394157699567e+42
7.73246169105629e-14	0.175	6.61394157699567e+42
7.73246169105629e-14	0.175	6.61394157699567e+42
7.73246169105629e-14	0.175	6.61394157699567e+42
7.73246169105629e-14	0.175	6.61394157699567e+42
8.47847564675568e-14	0.175	7.25204272974062e+42
8.47847564675568e-14	0.175	7.25204272974062e+42
8.47847564675568e-14	0.175	7.25204272974062e+42
8.47847564675568e-14	0.175	7.25204272974062e+42
8.47847564675568e-14	0.175	7.25204272974062e+42
8.47847564675568e-14	0.175	7.25204272974062e+42
8.47847564675568e-14	0.175	7.25204272974062e+42
8.47847564675568e-14	0.175	7.25204272974062e+42
8.47847564675568e-14	0.175	7.25204272974062e+42
8.47847564675568e-14	0.175	7.25204272974062e+42
8.47847564675568e-14	0.175	7.25204272974062e+42
8.47847564675568e-14	0.175	7.25204272974062e+42
8.47847564675568e-14	0.175	7.25204272974062e+42
9.29646368319858e-14	0.175	7.95170673065929e+42
9.29646368319858e-14	0.175	7.95170673065929e+42
9.29646368319858e-14	0.175	7.95170673065929e+42
9.29646368319858e-14	0.175	7.95170673065929e+42
9.29646368319858e-14	0.175	7.95170673065929e+42
9.29646368319858e-14	0.175	7.95170673065929e+42
9.29646368319858e-14	0.175	7.95170673065929e+42
9.29646368319858e-14	0.175	7.95170673065929e+42
9.29646368319858e-14	0.175	7.95170673065929e+42
9.29646368319858e-14	0.175	7.95170673065929e+42
9.29646368319858e-14	0.175	7.95170673065929e+42
9.29646368319858e-14	0.175	7.95170673065929e+42
1.01933697298642e-13	0.175	8.71887305229292e+42
1.01933697298642e-13	0.175	8.71887305229292e+42
1.01933697298642e-13	0.175	8.71887305229292e+42
1.01933697298642e-13	0.175	8.71887305229292e+42
1.01933697298642e-13	0.175	8.71887305229292e+42
1.01933697298642e-13	0.175	8.71887305229292e+42
1.01933697298642e-13	0.175	8.71887305229292e+42
1.01933697298642e-13	0.175	8.71887305229292e+42
1.01933697298642e-13	0.175	8.71887305229292e+42
1.01933697298642e-13	0.175	8.71887305229292e+42
1.01933697298642e-13	0.175	8.71887305229292e+42
1.01933697298642e-13	0.175	8.71887305229292e+42
1.01933697298642e-13	0.175	8.71887305229292e+42
1.1176807654022e-13	0.175	9.56005419677956e+42
1.1176807654022e-13	0.175	9.56005419677956e+42
1.1176807654022e-13	0.175	9.56005419677956e+42
1.1176807654022e-13	0.175	9.56005419677956e+42
1.1176807654022e-13	0.175	9.56005419677956e+42
1.1176807654022e-13	0.175	9.56005419677956e+42
1.1176807654022e-13	0.175	9.56005419677956e+42
1.1176807654022e-13	0.175	9.56005419677956e+42
1.1176807654022e-13	0.175	9.56005419677956e+42
1.1176807654022e-13	0.175	9.56005419677956e+42
1.1176807654022e-13	0.175	9.56005419677956e+42
1.1176807654022e-13	0.175	9.56005419677956e+42
1.1176807654022e-13	0.175	9.56005419677956e+42
1.1176807654022e-13	0.175	9.56005419677956e+42
1.1176807654022e-13	0.175	9.56005419677956e+42
1.22551258951214e-13	0.175	1.04823909807159e+43
1.22551258951214e-13	0.175	1.04823909807159e+43
1.22551258951214e-13	0.175	1.04823909807159e+43
1.22551258951214e-13	0.175	1.04823909807159e+43
1.22551258951214e-13	0.175	1.04823909807159e+43
1.22551258951214e-13	0.175	1.04823909807159e+43
1.34374783349904e-13	0.175	1.1493713153803e+43
1.34374783349904e-13	0.175	1.1493713153803e+43
1.34374783349904e-13	0.175	1.1493713153803e+43
1.34374783349904e-13	0.175	1.1493713153803e+43
1.34374783349904e-13	0.175	1.1493713153803e+43
1.34374783349904e-13	0.175	1.1493713153803e+43
1.34374783349904e-13	0.175	1.1493713153803e+43
1.34374783349904e-13	0.175	1.1493713153803e+43
1.34374783349904e-13	0.175	1.1493713153803e+43
1.34374783349904e-13	0.175	1.1493713153803e+43
1.34374783349904e-13	0.175	1.1493713153803e+43
1.34374783349904e-13	0.175	1.1493713153803e+43
1.34374783349904e-13	0.175	1.1493713153803e+43
1.34374783349904e-13	0.175	1.1493713153803e+43
1.34374783349904e-13	0.175	1.1493713153803e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.47339020054634e-13	0.175	1.26026058658691e+43
1.61554022931011e-13	0.175	1.38184825465118e+43
1.61554022931011e-13	0.175	1.38184825465118e+43
1.61554022931011e-13	0.175	1.38184825465118e+43
1.61554022931011e-13	0.175	1.38184825465118e+43
1.61554022931011e-13	0.175	1.38184825465118e+43
1.61554022931011e-13	0.175	1.38184825465118e+43
1.61554022931011e-13	0.175	1.38184825465118e+43
1.61554022931011e-13	0.175	1.38184825465118e+43
1.61554022931011e-13	0.175	1.38184825465118e+43
1.7714046364307e-13	0.175	1.51516648160354e+43
1.7714046364307e-13	0.175	1.51516648160354e+43
1.7714046364307e-13	0.175	1.51516648160354e+43
1.7714046364307e-13	0.175	1.51516648160354e+43
1.7714046364307e-13	0.175	1.51516648160354e+43
1.7714046364307e-13	0.175	1.51516648160354e+43
1.7714046364307e-13	0.175	1.51516648160354e+43
1.94230656039321e-13	0.175	1.66134701060527e+43
1.94230656039321e-13	0.175	1.66134701060527e+43
1.94230656039321e-13	0.175	1.66134701060527e+43
1.94230656039321e-13	0.175	1.66134701060527e+43
1.94230656039321e-13	0.175	1.66134701060527e+43
1.94230656039321e-13	0.175	1.66134701060527e+43
1.94230656039321e-13	0.175	1.66134701060527e+43
1.94230656039321e-13	0.175	1.66134701060527e+43
2.12969679369702e-13	0.175	1.82163077335634e+43
2.12969679369702e-13	0.175	1.82163077335634e+43
2.12969679369702e-13	0.175	1.82163077335634e+43
2.12969679369702e-13	0.175	1.82163077335634e+43
2.12969679369702e-13	0.175	1.82163077335634e+43
2.33516609868483e-13	0.175	1.99737842440867e+43
2.33516609868483e-13	0.175	1.99737842440867e+43
2.33516609868483e-13	0.175	1.99737842440867e+43
2.33516609868483e-13	0.175	1.99737842440867e+43
2.33516609868483e-13	0.175	1.99737842440867e+43
2.56045871158066e-13	0.175	2.19008189181093e+43
2.56045871158066e-13	0.175	2.19008189181093e+43
2.56045871158066e-13	0.175	2.19008189181093e+43
2.56045871158066e-13	0.175	2.19008189181093e+43
2.56045871158066e-13	0.175	2.19008189181093e+43
2.56045871158066e-13	0.175	2.19008189181093e+43
2.80748714937307e-13	0.175	2.4013770421387e+43
2.80748714937307e-13	0.175	2.4013770421387e+43
2.80748714937307e-13	0.175	2.4013770421387e+43
2.80748714937307e-13	0.175	2.4013770421387e+43
2.80748714937307e-13	0.175	2.4013770421387e+43
2.80748714937307e-13	0.175	2.4013770421387e+43
2.80748714937307e-13	0.175	2.4013770421387e+43
2.80748714937307e-13	0.175	2.4013770421387e+43
2.80748714937307e-13	0.175	2.4013770421387e+43
3.07834844523975e-13	0.175	2.6330575674239e+43
3.37534195033666e-13	0.175	2.88709021187012e+43
3.37534195033666e-13	0.175	2.88709021187012e+43
3.70098885307156e-13	0.175	3.165631467614e+43
3.70098885307156e-13	0.175	3.165631467614e+43
3.70098885307156e-13	0.175	3.165631467614e+43
3.70098885307156e-13	0.175	3.165631467614e+43
3.70098885307156e-13	0.175	3.165631467614e+43
3.70098885307156e-13	0.175	3.165631467614e+43
4.05805358156194e-13	0.175	3.4710458812635e+43
4.05805358156194e-13	0.175	3.4710458812635e+43
4.05805358156194e-13	0.175	3.4710458812635e+43
4.44956727096343e-13	0.175	3.80592612661803e+43
4.44956727096343e-13	0.175	3.80592612661803e+43
4.44956727096343e-13	0.175	3.80592612661803e+43
4.44956727096343e-13	0.175	3.80592612661803e+43
4.87885349488373e-13	0.175	4.17311501396836e+43
4.87885349488373e-13	0.175	4.17311501396836e+43
4.87885349488373e-13	0.175	4.17311501396836e+43
4.87885349488373e-13	0.175	4.17311501396836e+43
4.87885349488373e-13	0.175	4.17311501396836e+43
4.87885349488373e-13	0.175	4.17311501396836e+43
5.34955647931699e-13	0.175	4.57572962281406e+43
5.34955647931699e-13	0.175	4.57572962281406e+43
5.34955647931699e-13	0.175	4.57572962281406e+43
5.34955647931699e-13	0.175	4.57572962281406e+43
5.34955647931699e-13	0.175	4.57572962281406e+43
5.34955647931699e-13	0.175	4.57572962281406e+43
5.34955647931699e-13	0.175	4.57572962281406e+43
5.86567203860757e-13	0.175	5.0171877628621e+43
5.86567203860757e-13	0.175	5.0171877628621e+43
5.86567203860757e-13	0.175	5.0171877628621e+43
6.43158149605995e-13	0.175	5.50123698793469e+43
6.43158149605995e-13	0.175	5.50123698793469e+43
6.43158149605995e-13	0.175	5.50123698793469e+43
7.0520888771477e-13	0.175	6.0319864090868e+43
7.73246169105632e-13	0.175	6.6139415769957e+43
7.73246169105632e-13	0.175	6.6139415769957e+43
7.73246169105632e-13	0.175	6.6139415769957e+43
7.73246169105632e-13	0.175	6.6139415769957e+43
8.47847564675572e-13	0.175	7.25204272974065e+43
8.47847564675572e-13	0.175	7.25204272974065e+43
9.29646368319863e-13	0.175	7.95170673065933e+43
9.29646368319863e-13	0.175	7.95170673065933e+43
9.29646368319863e-13	0.175	7.95170673065933e+43
1.01933697298643e-12	0.175	8.71887305229296e+43
1.01933697298643e-12	0.175	8.71887305229296e+43
1.11768076540221e-12	0.175	9.56005419677961e+43
1.11768076540221e-12	0.175	9.56005419677961e+43
1.11768076540221e-12	0.175	9.56005419677961e+43
1.11768076540221e-12	0.175	9.56005419677961e+43
1.22551258951215e-12	0.175	1.0482390980716e+44
1.6155402293101e-12	0.175	1.38184825465117e+44
1.6155402293101e-12	0.175	1.38184825465117e+44
1.6155402293101e-12	0.175	1.38184825465117e+44
1.77140463643069e-12	0.175	1.51516648160353e+44
1.77140463643069e-12	0.175	1.51516648160353e+44
1.77140463643069e-12	0.175	1.51516648160353e+44
1.94230656039319e-12	0.175	1.66134701060525e+44
2.33516609868481e-12	0.175	1.99737842440865e+44
2.33516609868481e-12	0.175	1.99737842440865e+44
2.33516609868481e-12	0.175	1.99737842440865e+44
2.56045871158064e-12	0.175	2.19008189181091e+44
2.56045871158064e-12	0.175	2.19008189181091e+44
2.80748714937304e-12	0.175	2.40137704213868e+44
3.07834844523973e-12	0.175	2.63305756742388e+44
4.44956727096338e-12	0.175	3.80592612661799e+44
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
6.83657033615848e-14	0.185	6.61394157699567e+42
7.49615030999706e-14	0.185	7.25204272974062e+42
7.49615030999706e-14	0.185	7.25204272974062e+42
7.49615030999706e-14	0.185	7.25204272974062e+42
7.49615030999706e-14	0.185	7.25204272974062e+42
7.49615030999706e-14	0.185	7.25204272974062e+42
7.49615030999706e-14	0.185	7.25204272974062e+42
7.49615030999706e-14	0.185	7.25204272974062e+42
7.49615030999706e-14	0.185	7.25204272974062e+42
7.49615030999706e-14	0.185	7.25204272974062e+42
7.49615030999706e-14	0.185	7.25204272974062e+42
7.49615030999706e-14	0.185	7.25204272974062e+42
7.49615030999706e-14	0.185	7.25204272974062e+42
7.49615030999706e-14	0.185	7.25204272974062e+42
7.49615030999706e-14	0.185	7.25204272974062e+42
7.49615030999706e-14	0.185	7.25204272974062e+42
8.21936536992375e-14	0.185	7.95170673065929e+42
8.21936536992375e-14	0.185	7.95170673065929e+42
8.21936536992375e-14	0.185	7.95170673065929e+42
8.21936536992375e-14	0.185	7.95170673065929e+42
8.21936536992375e-14	0.185	7.95170673065929e+42
8.21936536992375e-14	0.185	7.95170673065929e+42
8.21936536992375e-14	0.185	7.95170673065929e+42
8.21936536992375e-14	0.185	7.95170673065929e+42
8.21936536992375e-14	0.185	7.95170673065929e+42
8.21936536992375e-14	0.185	7.95170673065929e+42
8.21936536992375e-14	0.185	7.95170673065929e+42
9.01235491425575e-14	0.185	8.71887305229292e+42
9.01235491425575e-14	0.185	8.71887305229292e+42
9.01235491425575e-14	0.185	8.71887305229292e+42
9.01235491425575e-14	0.185	8.71887305229292e+42
9.01235491425575e-14	0.185	8.71887305229292e+42
9.01235491425575e-14	0.185	8.71887305229292e+42
9.01235491425575e-14	0.185	8.71887305229292e+42
9.01235491425575e-14	0.185	8.71887305229292e+42
9.01235491425575e-14	0.185	8.71887305229292e+42
9.01235491425575e-14	0.185	8.71887305229292e+42
9.01235491425575e-14	0.185	8.71887305229292e+42
9.01235491425575e-14	0.185	8.71887305229292e+42
9.01235491425575e-14	0.185	8.71887305229292e+42
9.01235491425575e-14	0.185	8.71887305229292e+42
9.01235491425575e-14	0.185	8.71887305229292e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
9.88185065938531e-14	0.185	9.56005419677956e+42
1.08352337855591e-13	0.185	1.04823909807159e+43
1.08352337855591e-13	0.185	1.04823909807159e+43
1.08352337855591e-13	0.185	1.04823909807159e+43
1.08352337855591e-13	0.185	1.04823909807159e+43
1.08352337855591e-13	0.185	1.04823909807159e+43
1.08352337855591e-13	0.185	1.04823909807159e+43
1.08352337855591e-13	0.185	1.04823909807159e+43
1.08352337855591e-13	0.185	1.04823909807159e+43
1.08352337855591e-13	0.185	1.04823909807159e+43
1.08352337855591e-13	0.185	1.04823909807159e+43
1.18805975959796e-13	0.185	1.1493713153803e+43
1.18805975959796e-13	0.185	1.1493713153803e+43
1.18805975959796e-13	0.185	1.1493713153803e+43
1.18805975959796e-13	0.185	1.1493713153803e+43
1.18805975959796e-13	0.185	1.1493713153803e+43
1.18805975959796e-13	0.185	1.1493713153803e+43
1.18805975959796e-13	0.185	1.1493713153803e+43
1.18805975959796e-13	0.185	1.1493713153803e+43
1.18805975959796e-13	0.185	1.1493713153803e+43
1.18805975959796e-13	0.185	1.1493713153803e+43
1.18805975959796e-13	0.185	1.1493713153803e+43
1.18805975959796e-13	0.185	1.1493713153803e+43
1.30268162211427e-13	0.185	1.26026058658691e+43
1.30268162211427e-13	0.185	1.26026058658691e+43
1.30268162211427e-13	0.185	1.26026058658691e+43
1.30268162211427e-13	0.185	1.26026058658691e+43
1.30268162211427e-13	0.185	1.26026058658691e+43
1.30268162211427e-13	0.185	1.26026058658691e+43
1.30268162211427e-13	0.185	1.26026058658691e+43
1.30268162211427e-13	0.185	1.26026058658691e+43
1.30268162211427e-13	0.185	1.26026058658691e+43
1.30268162211427e-13	0.185	1.26026058658691e+43
1.30268162211427e-13	0.185	1.26026058658691e+43
1.30268162211427e-13	0.185	1.26026058658691e+43
1.30268162211427e-13	0.185	1.26026058658691e+43
1.30268162211427e-13	0.185	1.26026058658691e+43
1.42836199516475e-13	0.185	1.38184825465118e+43
1.42836199516475e-13	0.185	1.38184825465118e+43
1.42836199516475e-13	0.185	1.38184825465118e+43
1.42836199516475e-13	0.185	1.38184825465118e+43
1.42836199516475e-13	0.185	1.38184825465118e+43
1.42836199516475e-13	0.185	1.38184825465118e+43
1.42836199516475e-13	0.185	1.38184825465118e+43
1.42836199516475e-13	0.185	1.38184825465118e+43
1.56616778389773e-13	0.185	1.51516648160354e+43
1.56616778389773e-13	0.185	1.51516648160354e+43
1.56616778389773e-13	0.185	1.51516648160354e+43
1.56616778389773e-13	0.185	1.51516648160354e+43
1.56616778389773e-13	0.185	1.51516648160354e+43
1.56616778389773e-13	0.185	1.51516648160354e+43
1.56616778389773e-13	0.185	1.51516648160354e+43
1.71726882654576e-13	0.185	1.66134701060527e+43
1.71726882654576e-13	0.185	1.66134701060527e+43
1.71726882654576e-13	0.185	1.66134701060527e+43
