"Fx0"	"z"	"Lx0"
1.35078159674361e-13	0.105	3.80592612661801e+42
1.35078159674361e-13	0.105	3.80592612661801e+42
1.48110256858084e-13	0.105	4.17311501396834e+42
1.48110256858084e-13	0.105	4.17311501396834e+42
1.48110256858084e-13	0.105	4.17311501396834e+42
1.48110256858084e-13	0.105	4.17311501396834e+42
1.62399667270056e-13	0.105	4.57572962281404e+42
1.62399667270056e-13	0.105	4.57572962281404e+42
1.62399667270056e-13	0.105	4.57572962281404e+42
1.62399667270056e-13	0.105	4.57572962281404e+42
1.62399667270056e-13	0.105	4.57572962281404e+42
1.62399667270056e-13	0.105	4.57572962281404e+42
1.62399667270056e-13	0.105	4.57572962281404e+42
1.62399667270056e-13	0.105	4.57572962281404e+42
1.78067694222524e-13	0.105	5.01718776286208e+42
1.78067694222524e-13	0.105	5.01718776286208e+42
1.78067694222524e-13	0.105	5.01718776286208e+42
1.78067694222524e-13	0.105	5.01718776286208e+42
1.78067694222524e-13	0.105	5.01718776286208e+42
1.78067694222524e-13	0.105	5.01718776286208e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
1.95247344152489e-13	0.105	5.50123698793467e+42
2.14084455718069e-13	0.105	6.03198640908677e+42
2.14084455718069e-13	0.105	6.03198640908677e+42
2.14084455718069e-13	0.105	6.03198640908677e+42
2.14084455718069e-13	0.105	6.03198640908677e+42
2.14084455718069e-13	0.105	6.03198640908677e+42
2.14084455718069e-13	0.105	6.03198640908677e+42
2.14084455718069e-13	0.105	6.03198640908677e+42
2.34738937828044e-13	0.105	6.61394157699567e+42
2.34738937828044e-13	0.105	6.61394157699567e+42
2.34738937828044e-13	0.105	6.61394157699567e+42
2.34738937828044e-13	0.105	6.61394157699567e+42
2.34738937828044e-13	0.105	6.61394157699567e+42
2.57386127114261e-13	0.105	7.25204272974062e+42
2.57386127114261e-13	0.105	7.25204272974062e+42
2.57386127114261e-13	0.105	7.25204272974062e+42
2.57386127114261e-13	0.105	7.25204272974062e+42
2.57386127114261e-13	0.105	7.25204272974062e+42
2.57386127114261e-13	0.105	7.25204272974062e+42
2.82218276370525e-13	0.105	7.95170673065929e+42
2.82218276370525e-13	0.105	7.95170673065929e+42
2.82218276370525e-13	0.105	7.95170673065929e+42
2.82218276370525e-13	0.105	7.95170673065929e+42
2.82218276370525e-13	0.105	7.95170673065929e+42
3.09446186593392e-13	0.105	8.71887305229292e+42
3.09446186593392e-13	0.105	8.71887305229292e+42
3.09446186593392e-13	0.105	8.71887305229292e+42
3.09446186593392e-13	0.105	8.71887305229292e+42
3.09446186593392e-13	0.105	8.71887305229292e+42
3.39300996479309e-13	0.105	9.56005419677956e+42
3.39300996479309e-13	0.105	9.56005419677956e+42
3.72036144569218e-13	0.105	1.04823909807159e+43
3.72036144569218e-13	0.105	1.04823909807159e+43
3.72036144569218e-13	0.105	1.04823909807159e+43
4.07929520697322e-13	0.105	1.1493713153803e+43
4.07929520697322e-13	0.105	1.1493713153803e+43
4.47285825007753e-13	0.105	1.26026058658691e+43
4.47285825007753e-13	0.105	1.26026058658691e+43
4.47285825007753e-13	0.105	1.26026058658691e+43
4.47285825007753e-13	0.105	1.26026058658691e+43
4.47285825007753e-13	0.105	1.26026058658691e+43
4.47285825007753e-13	0.105	1.26026058658691e+43
4.90439154564921e-13	0.105	1.38184825465118e+43
4.90439154564921e-13	0.105	1.38184825465118e+43
4.90439154564921e-13	0.105	1.38184825465118e+43
4.90439154564921e-13	0.105	1.38184825465118e+43
4.90439154564921e-13	0.105	1.38184825465118e+43
4.90439154564921e-13	0.105	1.38184825465118e+43
5.37755839515337e-13	0.105	1.51516648160354e+43
5.8963755287724e-13	0.105	1.66134701060527e+43
5.8963755287724e-13	0.105	1.66134701060527e+43
5.8963755287724e-13	0.105	1.66134701060527e+43
6.46524720357118e-13	0.105	1.82163077335634e+43
6.46524720357118e-13	0.105	1.82163077335634e+43
6.46524720357118e-13	0.105	1.82163077335634e+43
6.46524720357118e-13	0.105	1.82163077335634e+43
7.08900259139149e-13	0.105	1.99737842440867e+43
7.77293677386331e-13	0.105	2.19008189181093e+43
7.77293677386331e-13	0.105	2.19008189181093e+43
7.77293677386331e-13	0.105	2.19008189181093e+43
7.77293677386331e-13	0.105	2.19008189181093e+43
8.52285569254066e-13	0.105	2.4013770421387e+43
9.34512543574566e-13	0.105	2.6330575674239e+43
1.02467262805182e-12	0.105	2.88709021187012e+43
1.12353119484356e-12	0.105	3.165631467614e+43
1.12353119484356e-12	0.105	3.165631467614e+43
1.12353119484356e-12	0.105	3.165631467614e+43
1.12353119484356e-12	0.105	3.165631467614e+43
1.12353119484356e-12	0.105	3.165631467614e+43
1.12353119484356e-12	0.105	3.165631467614e+43
1.35078159674361e-12	0.105	3.80592612661803e+43
1.35078159674361e-12	0.105	3.80592612661803e+43
1.9524734415249e-12	0.105	5.50123698793469e+43
1.9524734415249e-12	0.105	5.50123698793469e+43
2.34738937828045e-12	0.105	6.6139415769957e+43
2.57386127114262e-12	0.105	7.25204272974065e+43
3.39300996479311e-12	0.105	9.56005419677961e+43
3.39300996479311e-12	0.105	9.56005419677961e+43
4.07929520697324e-12	0.105	1.14937131538031e+44
6.46524720357112e-12	0.105	1.82163077335632e+44
7.08900259139143e-12	0.105	1.99737842440865e+44
7.77293677386323e-12	0.105	2.19008189181091e+44
9.34512543574557e-12	0.105	2.63305756742388e+44
1.9524734415249e-11	0.105	5.50123698793468e+44
2.57386127114263e-11	0.105	7.25204272974069e+44
7.01172634979415e-14	0.115	2.40137704213869e+42
7.01172634979415e-14	0.115	2.40137704213869e+42
7.01172634979415e-14	0.115	2.40137704213869e+42
7.01172634979415e-14	0.115	2.40137704213869e+42
7.01172634979415e-14	0.115	2.40137704213869e+42
7.01172634979415e-14	0.115	2.40137704213869e+42
7.01172634979415e-14	0.115	2.40137704213869e+42
7.01172634979415e-14	0.115	2.40137704213869e+42
7.01172634979415e-14	0.115	2.40137704213869e+42
7.01172634979415e-14	0.115	2.40137704213869e+42
7.01172634979415e-14	0.115	2.40137704213869e+42
7.68820505987193e-14	0.115	2.63305756742389e+42
7.68820505987193e-14	0.115	2.63305756742389e+42
7.68820505987193e-14	0.115	2.63305756742389e+42
7.68820505987193e-14	0.115	2.63305756742389e+42
7.68820505987193e-14	0.115	2.63305756742389e+42
7.68820505987193e-14	0.115	2.63305756742389e+42
7.68820505987193e-14	0.115	2.63305756742389e+42
7.68820505987193e-14	0.115	2.63305756742389e+42
7.68820505987193e-14	0.115	2.63305756742389e+42
7.68820505987193e-14	0.115	2.63305756742389e+42
7.68820505987193e-14	0.115	2.63305756742389e+42
7.68820505987193e-14	0.115	2.63305756742389e+42
7.68820505987193e-14	0.115	2.63305756742389e+42
7.68820505987193e-14	0.115	2.63305756742389e+42
7.68820505987193e-14	0.115	2.63305756742389e+42
8.42994921562727e-14	0.115	2.88709021187011e+42
8.42994921562727e-14	0.115	2.88709021187011e+42
8.42994921562727e-14	0.115	2.88709021187011e+42
8.42994921562727e-14	0.115	2.88709021187011e+42
8.42994921562727e-14	0.115	2.88709021187011e+42
8.42994921562727e-14	0.115	2.88709021187011e+42
8.42994921562727e-14	0.115	2.88709021187011e+42
8.42994921562727e-14	0.115	2.88709021187011e+42
8.42994921562727e-14	0.115	2.88709021187011e+42
8.42994921562727e-14	0.115	2.88709021187011e+42
8.42994921562727e-14	0.115	2.88709021187011e+42
8.42994921562727e-14	0.115	2.88709021187011e+42
9.24325550952965e-14	0.115	3.16563146761398e+42
9.24325550952965e-14	0.115	3.16563146761398e+42
9.24325550952965e-14	0.115	3.16563146761398e+42
9.24325550952965e-14	0.115	3.16563146761398e+42
9.24325550952965e-14	0.115	3.16563146761398e+42
9.24325550952965e-14	0.115	3.16563146761398e+42
9.24325550952965e-14	0.115	3.16563146761398e+42
9.24325550952965e-14	0.115	3.16563146761398e+42
9.24325550952965e-14	0.115	3.16563146761398e+42
9.24325550952965e-14	0.115	3.16563146761398e+42
1.01350281275796e-13	0.115	3.47104588126348e+42
1.01350281275796e-13	0.115	3.47104588126348e+42
1.01350281275796e-13	0.115	3.47104588126348e+42
1.01350281275796e-13	0.115	3.47104588126348e+42
1.01350281275796e-13	0.115	3.47104588126348e+42
1.01350281275796e-13	0.115	3.47104588126348e+42
1.01350281275796e-13	0.115	3.47104588126348e+42
1.01350281275796e-13	0.115	3.47104588126348e+42
1.01350281275796e-13	0.115	3.47104588126348e+42
1.01350281275796e-13	0.115	3.47104588126348e+42
1.01350281275796e-13	0.115	3.47104588126348e+42
1.01350281275796e-13	0.115	3.47104588126348e+42
1.01350281275796e-13	0.115	3.47104588126348e+42
1.11128373591889e-13	0.115	3.80592612661801e+42
1.11128373591889e-13	0.115	3.80592612661801e+42
1.11128373591889e-13	0.115	3.80592612661801e+42
1.11128373591889e-13	0.115	3.80592612661801e+42
1.11128373591889e-13	0.115	3.80592612661801e+42
1.11128373591889e-13	0.115	3.80592612661801e+42
1.11128373591889e-13	0.115	3.80592612661801e+42
1.11128373591889e-13	0.115	3.80592612661801e+42
1.11128373591889e-13	0.115	3.80592612661801e+42
1.11128373591889e-13	0.115	3.80592612661801e+42
1.11128373591889e-13	0.115	3.80592612661801e+42
1.11128373591889e-13	0.115	3.80592612661801e+42
1.11128373591889e-13	0.115	3.80592612661801e+42
1.21849838616361e-13	0.115	4.17311501396834e+42
1.21849838616361e-13	0.115	4.17311501396834e+42
1.21849838616361e-13	0.115	4.17311501396834e+42
1.21849838616361e-13	0.115	4.17311501396834e+42
1.21849838616361e-13	0.115	4.17311501396834e+42
1.21849838616361e-13	0.115	4.17311501396834e+42
1.21849838616361e-13	0.115	4.17311501396834e+42
1.21849838616361e-13	0.115	4.17311501396834e+42
1.21849838616361e-13	0.115	4.17311501396834e+42
1.21849838616361e-13	0.115	4.17311501396834e+42
1.21849838616361e-13	0.115	4.17311501396834e+42
1.21849838616361e-13	0.115	4.17311501396834e+42
1.33605691246405e-13	0.115	4.57572962281404e+42
1.33605691246405e-13	0.115	4.57572962281404e+42
1.33605691246405e-13	0.115	4.57572962281404e+42
1.33605691246405e-13	0.115	4.57572962281404e+42
1.33605691246405e-13	0.115	4.57572962281404e+42
1.33605691246405e-13	0.115	4.57572962281404e+42
1.33605691246405e-13	0.115	4.57572962281404e+42
1.33605691246405e-13	0.115	4.57572962281404e+42
1.46495727332322e-13	0.115	5.01718776286208e+42
1.46495727332322e-13	0.115	5.01718776286208e+42
1.46495727332322e-13	0.115	5.01718776286208e+42
1.46495727332322e-13	0.115	5.01718776286208e+42
1.46495727332322e-13	0.115	5.01718776286208e+42
1.46495727332322e-13	0.115	5.01718776286208e+42
1.46495727332322e-13	0.115	5.01718776286208e+42
1.46495727332322e-13	0.115	5.01718776286208e+42
1.46495727332322e-13	0.115	5.01718776286208e+42
1.60629370848028e-13	0.115	5.50123698793467e+42
1.60629370848028e-13	0.115	5.50123698793467e+42
1.60629370848028e-13	0.115	5.50123698793467e+42
1.76126602795061e-13	0.115	6.03198640908677e+42
1.76126602795061e-13	0.115	6.03198640908677e+42
1.76126602795061e-13	0.115	6.03198640908677e+42
1.76126602795061e-13	0.115	6.03198640908677e+42
1.76126602795061e-13	0.115	6.03198640908677e+42
1.76126602795061e-13	0.115	6.03198640908677e+42
1.76126602795061e-13	0.115	6.03198640908677e+42
1.76126602795061e-13	0.115	6.03198640908677e+42
1.93118979725555e-13	0.115	6.61394157699567e+42
1.93118979725555e-13	0.115	6.61394157699567e+42
1.93118979725555e-13	0.115	6.61394157699567e+42
1.93118979725555e-13	0.115	6.61394157699567e+42
2.11750750530489e-13	0.115	7.25204272974062e+42
2.11750750530489e-13	0.115	7.25204272974062e+42
2.11750750530489e-13	0.115	7.25204272974062e+42
2.11750750530489e-13	0.115	7.25204272974062e+42
2.11750750530489e-13	0.115	7.25204272974062e+42
2.11750750530489e-13	0.115	7.25204272974062e+42
2.32180080973636e-13	0.115	7.95170673065929e+42
2.32180080973636e-13	0.115	7.95170673065929e+42
2.32180080973636e-13	0.115	7.95170673065929e+42
2.32180080973636e-13	0.115	7.95170673065929e+42
2.32180080973636e-13	0.115	7.95170673065929e+42
2.54580396366351e-13	0.115	8.71887305229292e+42
2.54580396366351e-13	0.115	8.71887305229292e+42
2.54580396366351e-13	0.115	8.71887305229292e+42
2.54580396366351e-13	0.115	8.71887305229292e+42
2.79141853781193e-13	0.115	9.56005419677956e+42
2.79141853781193e-13	0.115	9.56005419677956e+42
2.79141853781193e-13	0.115	9.56005419677956e+42
2.79141853781193e-13	0.115	9.56005419677956e+42
2.79141853781193e-13	0.115	9.56005419677956e+42
2.79141853781193e-13	0.115	9.56005419677956e+42
2.79141853781193e-13	0.115	9.56005419677956e+42
3.06072956302068e-13	0.115	1.04823909807159e+43
3.06072956302068e-13	0.115	1.04823909807159e+43
3.06072956302068e-13	0.115	1.04823909807159e+43
3.06072956302068e-13	0.115	1.04823909807159e+43
3.06072956302068e-13	0.115	1.04823909807159e+43
3.35602323014303e-13	0.115	1.1493713153803e+43
3.35602323014303e-13	0.115	1.1493713153803e+43
3.35602323014303e-13	0.115	1.1493713153803e+43
3.35602323014303e-13	0.115	1.1493713153803e+43
3.67980629760185e-13	0.115	1.26026058658691e+43
3.67980629760185e-13	0.115	1.26026058658691e+43
3.67980629760185e-13	0.115	1.26026058658691e+43
3.67980629760185e-13	0.115	1.26026058658691e+43
3.67980629760185e-13	0.115	1.26026058658691e+43
3.67980629760185e-13	0.115	1.26026058658691e+43
4.03482737135084e-13	0.115	1.38184825465118e+43
4.03482737135084e-13	0.115	1.38184825465118e+43
4.03482737135084e-13	0.115	1.38184825465118e+43
4.03482737135084e-13	0.115	1.38184825465118e+43
4.03482737135084e-13	0.115	1.38184825465118e+43
4.03482737135084e-13	0.115	1.38184825465118e+43
4.03482737135084e-13	0.115	1.38184825465118e+43
4.42410023788794e-13	0.115	1.51516648160354e+43
4.42410023788794e-13	0.115	1.51516648160354e+43
4.42410023788794e-13	0.115	1.51516648160354e+43
4.42410023788794e-13	0.115	1.51516648160354e+43
4.85092944839601e-13	0.115	1.66134701060527e+43
4.85092944839601e-13	0.115	1.66134701060527e+43
4.85092944839601e-13	0.115	1.66134701060527e+43
4.85092944839601e-13	0.115	1.66134701060527e+43
4.85092944839601e-13	0.115	1.66134701060527e+43
4.85092944839601e-13	0.115	1.66134701060527e+43
5.31893837119511e-13	0.115	1.82163077335634e+43
5.31893837119511e-13	0.115	1.82163077335634e+43
5.31893837119511e-13	0.115	1.82163077335634e+43
5.83209995064478e-13	0.115	1.99737842440867e+43
6.39477043360974e-13	0.115	2.19008189181093e+43
6.39477043360974e-13	0.115	2.19008189181093e+43
6.39477043360974e-13	0.115	2.19008189181093e+43
6.39477043360974e-13	0.115	2.19008189181093e+43
7.01172634979418e-13	0.115	2.4013770421387e+43
7.01172634979418e-13	0.115	2.4013770421387e+43
7.01172634979418e-13	0.115	2.4013770421387e+43
7.68820505987196e-13	0.115	2.6330575674239e+43
8.42994921562731e-13	0.115	2.88709021187012e+43
8.42994921562731e-13	0.115	2.88709021187012e+43
9.24325550952969e-13	0.115	3.165631467614e+43
1.01350281275797e-12	0.115	3.4710458812635e+43
1.01350281275797e-12	0.115	3.4710458812635e+43
1.01350281275797e-12	0.115	3.4710458812635e+43
1.1112837359189e-12	0.115	3.80592612661803e+43
1.1112837359189e-12	0.115	3.80592612661803e+43
1.21849838616361e-12	0.115	4.17311501396836e+43
1.21849838616361e-12	0.115	4.17311501396836e+43
1.33605691246406e-12	0.115	4.57572962281406e+43
1.33605691246406e-12	0.115	4.57572962281406e+43
1.33605691246406e-12	0.115	4.57572962281406e+43
1.46495727332323e-12	0.115	5.0171877628621e+43
1.46495727332323e-12	0.115	5.0171877628621e+43
1.60629370848029e-12	0.115	5.50123698793469e+43
1.60629370848029e-12	0.115	5.50123698793469e+43
1.76126602795061e-12	0.115	6.0319864090868e+43
1.76126602795061e-12	0.115	6.0319864090868e+43
1.93118979725556e-12	0.115	6.6139415769957e+43
1.93118979725556e-12	0.115	6.6139415769957e+43
2.1175075053049e-12	0.115	7.25204272974065e+43
2.1175075053049e-12	0.115	7.25204272974065e+43
2.79141853781195e-12	0.115	9.56005419677961e+43
3.35602323014304e-12	0.115	1.14937131538031e+44
3.35602323014304e-12	0.115	1.14937131538031e+44
3.67980629760187e-12	0.115	1.26026058658692e+44
4.03482737135083e-12	0.115	1.38184825465117e+44
4.85092944839596e-12	0.115	1.66134701060525e+44
4.85092944839596e-12	0.115	1.66134701060525e+44
6.39477043360968e-12	0.115	2.19008189181091e+44
6.39477043360968e-12	0.115	2.19008189181091e+44
7.01172634979412e-12	0.115	2.40137704213868e+44
7.04267452240618e-14	0.125	2.88709021187011e+42
7.04267452240618e-14	0.125	2.88709021187011e+42
7.04267452240618e-14	0.125	2.88709021187011e+42
7.04267452240618e-14	0.125	2.88709021187011e+42
7.04267452240618e-14	0.125	2.88709021187011e+42
7.04267452240618e-14	0.125	2.88709021187011e+42
7.04267452240618e-14	0.125	2.88709021187011e+42
7.04267452240618e-14	0.125	2.88709021187011e+42
7.04267452240618e-14	0.125	2.88709021187011e+42
7.04267452240618e-14	0.125	2.88709021187011e+42
7.04267452240618e-14	0.125	2.88709021187011e+42
7.04267452240618e-14	0.125	2.88709021187011e+42
7.04267452240618e-14	0.125	2.88709021187011e+42
7.72213905635149e-14	0.125	3.16563146761398e+42
7.72213905635149e-14	0.125	3.16563146761398e+42
7.72213905635149e-14	0.125	3.16563146761398e+42
7.72213905635149e-14	0.125	3.16563146761398e+42
7.72213905635149e-14	0.125	3.16563146761398e+42
7.72213905635149e-14	0.125	3.16563146761398e+42
7.72213905635149e-14	0.125	3.16563146761398e+42
7.72213905635149e-14	0.125	3.16563146761398e+42
7.72213905635149e-14	0.125	3.16563146761398e+42
7.72213905635149e-14	0.125	3.16563146761398e+42
7.72213905635149e-14	0.125	3.16563146761398e+42
7.72213905635149e-14	0.125	3.16563146761398e+42
7.72213905635149e-14	0.125	3.16563146761398e+42
8.46715710287512e-14	0.125	3.47104588126348e+42
8.46715710287512e-14	0.125	3.47104588126348e+42
8.46715710287512e-14	0.125	3.47104588126348e+42
8.46715710287512e-14	0.125	3.47104588126348e+42
8.46715710287512e-14	0.125	3.47104588126348e+42
8.46715710287512e-14	0.125	3.47104588126348e+42
8.46715710287512e-14	0.125	3.47104588126348e+42
8.46715710287512e-14	0.125	3.47104588126348e+42
8.46715710287512e-14	0.125	3.47104588126348e+42
8.46715710287512e-14	0.125	3.47104588126348e+42
8.46715710287512e-14	0.125	3.47104588126348e+42
8.46715710287512e-14	0.125	3.47104588126348e+42
8.46715710287512e-14	0.125	3.47104588126348e+42
8.46715710287512e-14	0.125	3.47104588126348e+42
9.28405314662146e-14	0.125	3.80592612661801e+42
9.28405314662146e-14	0.125	3.80592612661801e+42
9.28405314662146e-14	0.125	3.80592612661801e+42
9.28405314662146e-14	0.125	3.80592612661801e+42
9.28405314662146e-14	0.125	3.80592612661801e+42
9.28405314662146e-14	0.125	3.80592612661801e+42
9.28405314662146e-14	0.125	3.80592612661801e+42
9.28405314662146e-14	0.125	3.80592612661801e+42
1.0179761847105e-13	0.125	4.17311501396834e+42
1.0179761847105e-13	0.125	4.17311501396834e+42
1.0179761847105e-13	0.125	4.17311501396834e+42
1.0179761847105e-13	0.125	4.17311501396834e+42
1.0179761847105e-13	0.125	4.17311501396834e+42
1.0179761847105e-13	0.125	4.17311501396834e+42
1.0179761847105e-13	0.125	4.17311501396834e+42
1.0179761847105e-13	0.125	4.17311501396834e+42
1.0179761847105e-13	0.125	4.17311501396834e+42
1.0179761847105e-13	0.125	4.17311501396834e+42
1.0179761847105e-13	0.125	4.17311501396834e+42
1.0179761847105e-13	0.125	4.17311501396834e+42
1.0179761847105e-13	0.125	4.17311501396834e+42
1.11618869072809e-13	0.125	4.57572962281404e+42
1.11618869072809e-13	0.125	4.57572962281404e+42
1.11618869072809e-13	0.125	4.57572962281404e+42
1.11618869072809e-13	0.125	4.57572962281404e+42
1.11618869072809e-13	0.125	4.57572962281404e+42
1.22387656216495e-13	0.125	5.01718776286208e+42
1.22387656216495e-13	0.125	5.01718776286208e+42
1.22387656216495e-13	0.125	5.01718776286208e+42
1.22387656216495e-13	0.125	5.01718776286208e+42
1.22387656216495e-13	0.125	5.01718776286208e+42
1.22387656216495e-13	0.125	5.01718776286208e+42
1.22387656216495e-13	0.125	5.01718776286208e+42
1.22387656216495e-13	0.125	5.01718776286208e+42
1.22387656216495e-13	0.125	5.01718776286208e+42
1.22387656216495e-13	0.125	5.01718776286208e+42
1.22387656216495e-13	0.125	5.01718776286208e+42
1.34195396518455e-13	0.125	5.50123698793467e+42
1.34195396518455e-13	0.125	5.50123698793467e+42
1.34195396518455e-13	0.125	5.50123698793467e+42
1.34195396518455e-13	0.125	5.50123698793467e+42
1.34195396518455e-13	0.125	5.50123698793467e+42
1.34195396518455e-13	0.125	5.50123698793467e+42
1.34195396518455e-13	0.125	5.50123698793467e+42
1.34195396518455e-13	0.125	5.50123698793467e+42
1.34195396518455e-13	0.125	5.50123698793467e+42
1.34195396518455e-13	0.125	5.50123698793467e+42
1.34195396518455e-13	0.125	5.50123698793467e+42
1.34195396518455e-13	0.125	5.50123698793467e+42
1.47142326305275e-13	0.125	6.03198640908677e+42
1.47142326305275e-13	0.125	6.03198640908677e+42
1.47142326305275e-13	0.125	6.03198640908677e+42
1.47142326305275e-13	0.125	6.03198640908677e+42
1.47142326305275e-13	0.125	6.03198640908677e+42
1.47142326305275e-13	0.125	6.03198640908677e+42
1.47142326305275e-13	0.125	6.03198640908677e+42
1.47142326305275e-13	0.125	6.03198640908677e+42
1.47142326305275e-13	0.125	6.03198640908677e+42
1.47142326305275e-13	0.125	6.03198640908677e+42
1.47142326305275e-13	0.125	6.03198640908677e+42
1.47142326305275e-13	0.125	6.03198640908677e+42
1.47142326305275e-13	0.125	6.03198640908677e+42
1.6133835252352e-13	0.125	6.61394157699567e+42
1.6133835252352e-13	0.125	6.61394157699567e+42
1.6133835252352e-13	0.125	6.61394157699567e+42
1.6133835252352e-13	0.125	6.61394157699567e+42
1.6133835252352e-13	0.125	6.61394157699567e+42
1.6133835252352e-13	0.125	6.61394157699567e+42
1.6133835252352e-13	0.125	6.61394157699567e+42
1.6133835252352e-13	0.125	6.61394157699567e+42
1.76903985743702e-13	0.125	7.25204272974062e+42
1.76903985743702e-13	0.125	7.25204272974062e+42
1.76903985743702e-13	0.125	7.25204272974062e+42
1.76903985743702e-13	0.125	7.25204272974062e+42
1.76903985743702e-13	0.125	7.25204272974062e+42
1.76903985743702e-13	0.125	7.25204272974062e+42
1.93971363178794e-13	0.125	7.95170673065929e+42
1.93971363178794e-13	0.125	7.95170673065929e+42
1.93971363178794e-13	0.125	7.95170673065929e+42
1.93971363178794e-13	0.125	7.95170673065929e+42
1.93971363178794e-13	0.125	7.95170673065929e+42
1.93971363178794e-13	0.125	7.95170673065929e+42
1.93971363178794e-13	0.125	7.95170673065929e+42
2.12685370401719e-13	0.125	8.71887305229292e+42
2.12685370401719e-13	0.125	8.71887305229292e+42
2.12685370401719e-13	0.125	8.71887305229292e+42
2.12685370401719e-13	0.125	8.71887305229292e+42
2.12685370401719e-13	0.125	8.71887305229292e+42
2.12685370401719e-13	0.125	8.71887305229292e+42
2.12685370401719e-13	0.125	8.71887305229292e+42
2.33204871284122e-13	0.125	9.56005419677956e+42
2.33204871284122e-13	0.125	9.56005419677956e+42
2.33204871284122e-13	0.125	9.56005419677956e+42
2.33204871284122e-13	0.125	9.56005419677956e+42
2.33204871284122e-13	0.125	9.56005419677956e+42
2.33204871284122e-13	0.125	9.56005419677956e+42
2.33204871284122e-13	0.125	9.56005419677956e+42
2.33204871284122e-13	0.125	9.56005419677956e+42
2.55704056597417e-13	0.125	1.04823909807159e+43
2.55704056597417e-13	0.125	1.04823909807159e+43
2.55704056597417e-13	0.125	1.04823909807159e+43
2.55704056597417e-13	0.125	1.04823909807159e+43
2.55704056597417e-13	0.125	1.04823909807159e+43
2.80373922724431e-13	0.125	1.1493713153803e+43
2.80373922724431e-13	0.125	1.1493713153803e+43
2.80373922724431e-13	0.125	1.1493713153803e+43
2.80373922724431e-13	0.125	1.1493713153803e+43
2.80373922724431e-13	0.125	1.1493713153803e+43
2.80373922724431e-13	0.125	1.1493713153803e+43
2.80373922724431e-13	0.125	1.1493713153803e+43
2.80373922724431e-13	0.125	1.1493713153803e+43
3.07423893034473e-13	0.125	1.26026058658691e+43
3.07423893034473e-13	0.125	1.26026058658691e+43
3.07423893034473e-13	0.125	1.26026058658691e+43
3.07423893034473e-13	0.125	1.26026058658691e+43
3.07423893034473e-13	0.125	1.26026058658691e+43
3.37083595685757e-13	0.125	1.38184825465118e+43
3.37083595685757e-13	0.125	1.38184825465118e+43
3.37083595685757e-13	0.125	1.38184825465118e+43
3.69604812946979e-13	0.125	1.51516648160354e+43
3.69604812946979e-13	0.125	1.51516648160354e+43
3.69604812946979e-13	0.125	1.51516648160354e+43
3.69604812946979e-13	0.125	1.51516648160354e+43
4.05263618585943e-13	0.125	1.66134701060527e+43
4.05263618585943e-13	0.125	1.66134701060527e+43
4.05263618585943e-13	0.125	1.66134701060527e+43
4.44362721469575e-13	0.125	1.82163077335634e+43
4.44362721469575e-13	0.125	1.82163077335634e+43
4.44362721469575e-13	0.125	1.82163077335634e+43
4.44362721469575e-13	0.125	1.82163077335634e+43
4.87234035270235e-13	0.125	1.99737842440867e+43
4.87234035270235e-13	0.125	1.99737842440867e+43
4.87234035270235e-13	0.125	1.99737842440867e+43
4.87234035270235e-13	0.125	1.99737842440867e+43
4.87234035270235e-13	0.125	1.99737842440867e+43
5.34241496092673e-13	0.125	2.19008189181093e+43
5.8578415194053e-13	0.125	2.4013770421387e+43
5.8578415194053e-13	0.125	2.4013770421387e+43
5.8578415194053e-13	0.125	2.4013770421387e+43
5.8578415194053e-13	0.125	2.4013770421387e+43
5.8578415194053e-13	0.125	2.4013770421387e+43
5.8578415194053e-13	0.125	2.4013770421387e+43
6.42299550249017e-13	0.125	2.6330575674239e+43
6.42299550249017e-13	0.125	2.6330575674239e+43
6.42299550249017e-13	0.125	2.6330575674239e+43
6.42299550249017e-13	0.125	2.6330575674239e+43
7.04267452240621e-13	0.125	2.88709021187012e+43
7.04267452240621e-13	0.125	2.88709021187012e+43
7.04267452240621e-13	0.125	2.88709021187012e+43
7.04267452240621e-13	0.125	2.88709021187012e+43
7.72213905635153e-13	0.125	3.165631467614e+43
7.72213905635153e-13	0.125	3.165631467614e+43
7.72213905635153e-13	0.125	3.165631467614e+43
8.46715710287516e-13	0.125	3.4710458812635e+43
8.46715710287516e-13	0.125	3.4710458812635e+43
8.46715710287516e-13	0.125	3.4710458812635e+43
8.46715710287516e-13	0.125	3.4710458812635e+43
9.28405314662151e-13	0.125	3.80592612661803e+43
9.28405314662151e-13	0.125	3.80592612661803e+43
9.28405314662151e-13	0.125	3.80592612661803e+43
1.0179761847105e-12	0.125	4.17311501396836e+43
