log10_Lx_erg_s^-1,p_I_given_Lx
41.0,0.008595988538681931
41.0,0.005730659025787954
41.0,0.002865329512893977
41.0,0.0
41.01139601139601,0.005730659025787954
41.01139601139601,0.002865329512893977
41.01139601139601,0.008595988538681931
41.01139601139601,0.0
41.022792022792025,0.002865329512893977
41.022792022792025,0.0
41.022792022792025,0.008595988538681931
41.022792022792025,0.005730659025787954
41.034188034188034,0.002865329512893977
41.034188034188034,0.008595988538681931
41.034188034188034,0.0
41.034188034188034,0.005730659025787954
41.04558404558404,0.0
41.04558404558404,0.008595988538681931
41.04558404558404,0.002865329512893977
41.04558404558404,0.005730659025787954
41.05698005698006,0.0
41.05698005698006,0.008595988538681931
41.05698005698006,0.002865329512893977
41.05698005698006,0.005730659025787954
41.06837606837607,0.002865329512893977
41.06837606837607,0.0
41.06837606837607,0.008595988538681931
41.06837606837607,0.005730659025787954
41.07977207977208,0.008595988538681931
41.07977207977208,0.005730659025787954
41.07977207977208,0.002865329512893977
41.07977207977208,0.0
41.09116809116809,0.002865329512893977
41.09116809116809,0.008595988538681931
41.09116809116809,0.005730659025787954
41.09116809116809,0.0
41.1025641025641,0.008595988538681931
41.1025641025641,0.002865329512893977
41.1025641025641,0.0
41.1025641025641,0.005730659025787954
41.11396011396011,0.005730659025787954
41.11396011396011,0.002865329512893977
41.11396011396011,0.008595988538681931
41.11396011396011,0.0
41.12535612535613,0.008595988538681931
41.12535612535613,0.0
41.12535612535613,0.005730659025787954
41.12535612535613,0.002865329512893977
41.136752136752136,0.0
41.136752136752136,0.005730659025787954
41.136752136752136,0.008595988538681931
41.136752136752136,0.002865329512893977
41.148148148148145,0.008595988538681931
41.148148148148145,0.005730659025787954
41.148148148148145,0.0
41.148148148148145,0.002865329512893977
41.15954415954416,0.005730659025787954
41.15954415954416,0.008595988538681931
41.15954415954416,0.002865329512893977
41.15954415954416,0.0
41.17094017094017,0.002865329512893977
41.17094017094017,0.008595988538681931
41.17094017094017,0.0
41.17094017094017,0.005730659025787954
41.18233618233618,0.008595988538681931
41.18233618233618,0.0
41.18233618233618,0.002865329512893977
41.18233618233618,0.005730659025787954
41.193732193732195,0.008595988538681931
41.193732193732195,0.0
41.193732193732195,0.002865329512893977
41.193732193732195,0.005730659025787954
41.205128205128204,0.0
41.205128205128204,0.002865329512893977
41.205128205128204,0.008595988538681931
41.205128205128204,0.005730659025787954
41.21652421652421,0.0
41.21652421652421,0.002865329512893977
41.21652421652421,0.005730659025787954
41.21652421652421,0.008595988538681931
41.22792022792023,0.008595988538681931
41.22792022792023,0.002865329512893977
41.22792022792023,0.0
41.22792022792023,0.005730659025787954
41.23931623931624,0.008595988538681931
41.23931623931624,0.005730659025787954
41.23931623931624,0.0
41.23931623931624,0.002865329512893977
41.25071225071225,0.002865329512893977
41.25071225071225,0.005730659025787954
41.25071225071225,0.0
41.25071225071225,0.008595988538681931
41.26210826210826,0.008595988538681931
41.26210826210826,0.005730659025787954
41.26210826210826,0.0
41.26210826210826,0.002865329512893977
41.27350427350427,0.005730659025787954
41.27350427350427,0.0
